,-1,-0.3,0,0.3,1,MEMO
1.031|-1.3|1.010|-2.5|0.998|-3.3|1.011|-1.9|0.983|-2.4|,5.69E-06,0,0,0,0,1
1.031|-1.3|1.010|-2.5|0.997|-3.3|1.010|-1.9|0.983|-2.4|,0,3.47E-06,6.66E-05,0,0,1
1.030|-1.3|1.009|-2.5|0.996|-3.3|1.009|-1.9|0.983|-2.4|,0,2.95E-06,0,0,0,1
1.029|-1.3|1.007|-2.4|0.995|-3.3|1.008|-1.9|0.983|-2.4|,0,2.32E-06,0,0,0,1
1.028|-1.3|1.007|-2.4|0.994|-3.3|1.008|-1.9|0.983|-2.4|,0,5.96E-06,0,0,0,1
1.028|-1.2|1.006|-2.4|0.994|-3.3|1.008|-1.9|0.982|-2.4|,0,1.20E-06,0,0,0,1
1.027|-1.2|1.006|-2.4|0.993|-3.3|1.007|-1.9|0.982|-2.4|,1.48E-05,0,0,-1.83E-06,0,1
1.025|-1.2|1.004|-2.4|0.991|-3.2|1.006|-1.9|0.982|-2.4|,-2.86E-07,0,0,0,-6.78E-06,1
1.027|-1.2|1.005|-2.4|0.993|-3.2|1.007|-1.9|0.982|-2.4|,3.79E-06,0,0,0,0,1
1.026|-1.2|1.004|-2.4|0.992|-3.2|1.006|-1.9|0.982|-2.4|,5.39E-06,0,1.39E-05,0,0,1
1.025|-1.2|1.003|-2.4|0.990|-3.2|1.005|-1.9|0.982|-2.4|,0,2.90E-06,0,0,0,1
1.024|-1.2|1.003|-2.4|0.990|-3.2|1.005|-1.9|0.982|-2.4|,2.92E-06,-3.82E-06,-2.30E-06,-9.05E-07,-1.55E-06,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.005|-1.9|0.982|-2.4|,-3.26E-06,3.31E-06,0.000394807,2.84E-07,-0.000207023,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.004|-1.9|0.982|-2.4|,0,-1.00E-06,6.96E-06,0,0,1
1.023|-1.2|1.001|-2.4|0.988|-3.2|1.004|-1.9|0.982|-2.4|,0,0,0,0,2.10E-06,1
1.024|-1.2|1.002|-2.4|0.989|-3.2|1.005|-1.9|0.982|-2.4|,-7.27E-07,-5.11E-07,-4.06E-07,0.000178606,0,1
1.023|-1.2|1.001|-2.4|0.989|-3.2|1.004|-1.8|0.981|-2.4|,0,-1.16E-07,0,0,0,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.004|-1.8|0.982|-2.4|,0,0,-1.93E-10,0,5.14E-07,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.004|-1.8|0.981|-2.4|,-1.34E-06,0,0,7.73E-07,0,1
1.022|-1.2|1.001|-2.4|0.988|-3.2|1.004|-1.9|0.982|-2.4|,0,0,0,0,2.96E-06,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.005|-1.9|0.983|-2.4|,0,-3.64E-07,-6.96E-07,-6.66E-07,-7.46E-06,1
1.024|-1.2|1.003|-2.4|0.990|-3.2|1.005|-1.9|0.983|-2.4|,7.32E-06,0,0,-1.11E-06,0,1
1.025|-1.2|1.004|-2.4|0.991|-3.2|1.006|-1.9|0.983|-2.4|,2.89E-06,0,-1.55E-10,0,0,1
1.024|-1.2|1.002|-2.4|0.989|-3.2|1.005|-1.9|0.983|-2.4|,0,0,0,-1.39E-06,0,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.004|-1.9|0.983|-2.4|,0,1.88E-06,0,0,0,1
1.023|-1.2|1.001|-2.4|0.988|-3.2|1.004|-1.9|0.983|-2.4|,-2.58E-07,0,0,0,0,1
1.022|-1.2|1.000|-2.4|0.987|-3.2|1.004|-1.9|0.983|-2.4|,0,-5.30E-07,0,0,0,1
1.021|-1.2|1.000|-2.4|0.987|-3.2|1.003|-1.9|0.983|-2.4|,0,-1.07E-06,0,0,1.88E-06,1
1.022|-1.2|1.001|-2.4|0.988|-3.2|1.004|-1.9|0.983|-2.4|,-7.23E-08,0,-7.16E-10,-6.57E-07,-2.15E-07,1
1.023|-1.2|1.001|-2.4|0.989|-3.2|1.004|-1.9|0.983|-2.4|,0.000199096,0,0,0,0,1
1.022|-1.2|1.000|-2.4|0.987|-3.2|1.008|-2.0|0.983|-2.4|,-6.02E-07,-2.13E-07,0,9.05E-09,-6.46E-07,1
1.023|-1.2|1.001|-2.4|0.989|-3.2|1.008|-2.0|0.983|-2.4|,1.09E-06,0,0,0,-4.84E-06,1
1.024|-1.2|1.003|-2.4|0.990|-3.2|1.009|-2.0|0.983|-2.4|,1.47E-06,0,2.32E-06,0,0,1
1.021|-1.2|0.999|-2.4|0.986|-3.2|1.007|-2.0|0.983|-2.4|,0,0,0,0,2.45E-06,1
1.022|-1.2|1.001|-2.4|0.988|-3.2|1.008|-2.0|0.983|-2.4|,-6.22E-07,-4.51E-09,-0.000112096,-1.52E-07,-1.63E-06,1
1.021|-1.2|1.000|-2.4|0.987|-3.2|1.007|-2.0|0.983|-2.4|,-3.66E-07,-3.69E-07,0,-1.10E-06,6.22E-07,1
1.020|-1.2|0.999|-2.4|0.986|-3.2|1.007|-2.0|0.983|-2.4|,0,0,0,7.43E-07,0,1
1.023|-1.2|1.002|-2.4|0.989|-3.2|1.009|-2.0|0.983|-2.4|,1.63E-06,0,0,0,0,1
1.022|-1.2|0.998|-2.3|0.986|-3.2|1.008|-2.0|0.983|-2.4|,-5.42E-06,-5.67E-06,-3.08E-05,-6.41E-06,-6.72E-06,1
1.023|-1.2|0.998|-2.3|0.987|-3.2|1.008|-2.0|0.983|-2.4|,1.01E-06,-7.44E-06,1.72E-05,-1.13E-06,-1.52E-06,1
1.024|-1.2|0.999|-2.3|0.988|-3.2|1.009|-2.0|0.983|-2.4|,0,1.31E-05,0,0,-3.67E-06,1
1.025|-1.2|1.000|-2.3|0.989|-3.2|1.010|-2.0|0.983|-2.4|,2.25E-06,0,0,0,0,1
1.023|-1.2|0.999|-2.3|0.987|-3.2|1.009|-2.0|0.983|-2.4|,-2.06E-05,6.33E-06,-6.23E-06,-5.37E-06,-3.53E-06,1
1.021|-1.2|0.997|-2.3|0.985|-3.2|1.007|-2.0|0.983|-2.4|,-2.38E-06,-2.68E-06,-0.000230762,-3.45E-06,-1.03E-06,1
1.022|-1.2|0.997|-2.3|0.986|-3.2|1.008|-2.0|0.983|-2.4|,-9.19E-07,8.32E-06,-4.21E-06,-1.45E-06,-1.41E-06,1
1.023|-1.2|0.999|-2.3|0.987|-3.2|1.008|-2.0|0.983|-2.4|,1.20E-06,0,0.000159544,-1.30E-06,-8.05E-06,1
1.022|-1.2|0.997|-2.3|0.986|-3.2|1.007|-2.0|0.983|-2.4|,0,2.96E-06,0,0,0,1
1.021|-1.2|0.996|-2.3|0.985|-3.2|1.007|-2.0|0.983|-2.4|,0,-6.14E-07,-1.76E-06,3.17E-06,0,1
1.020|-1.2|0.996|-2.3|0.984|-3.2|1.007|-2.0|0.983|-2.4|,0,-7.70E-07,0,0,6.58E-06,1
1.020|-1.2|0.996|-2.3|0.984|-3.2|1.006|-2.0|0.983|-2.4|,-3.69E-06,0,0,1.19E-06,0,1
1.019|-1.1|0.995|-2.3|0.983|-3.1|1.006|-2.0|0.982|-2.4|,0,0,0,0,3.28E-06,1
1.024|-1.2|1.000|-2.3|0.988|-3.2|1.009|-2.0|0.983|-2.4|,6.35E-06,0,0,0,-2.61E-05,1
1.025|-1.2|1.001|-2.3|0.989|-3.2|1.010|-2.0|0.984|-2.4|,8.32E-06,0,0,0,0,1
1.022|-1.2|0.997|-2.3|0.985|-3.2|1.008|-2.0|0.983|-2.4|,0,-2.85E-06,0,0,-7.06E-06,1
1.021|-1.2|0.997|-2.3|0.985|-3.2|1.008|-2.0|0.983|-2.4|,0,0,0,0,1.17E-05,1
1.021|-1.2|0.995|-2.2|0.980|-3.1|1.007|-2.0|0.983|-2.4|,-3.39E-06,0,0,1.74E-05,0,1
1.020|-1.2|0.993|-2.2|0.979|-3.0|1.007|-2.0|0.983|-2.4|,0,-5.18E-07,2.65E-06,0,0,1
1.020|-1.2|0.993|-2.2|0.979|-3.0|1.006|-2.0|0.983|-2.4|,-3.13E-06,-2.53E-06,0,-2.88E-06,1.20E-05,1
1.019|-1.2|0.992|-2.2|0.978|-3.0|1.006|-2.0|0.982|-2.4|,-7.22E-06,0,0,0,0,1
1.018|-1.1|0.991|-2.2|0.977|-3.0|1.005|-2.0|0.982|-2.4|,-6.53E-06,-2.16E-06,0,-4.56E-06,1.52E-05,1
1.018|-1.1|0.992|-2.2|0.978|-3.0|1.006|-2.0|0.982|-2.4|,-1.36E-05,0,-1.21E-05,0,0,1
1.017|-1.1|0.991|-2.2|0.977|-3.0|1.005|-2.0|0.982|-2.4|,-2.09E-06,0,1.86E-05,-1.14E-05,0,1
1.017|-1.1|0.990|-2.2|0.976|-3.0|1.004|-2.0|0.982|-2.4|,0,0,6.67E-06,0,0,1
1.017|-1.1|0.990|-2.2|0.976|-3.0|1.004|-1.9|0.982|-2.4|,-1.09E-05,-3.16E-06,-3.32E-06,1.77E-05,0,1
1.016|-1.1|0.990|-2.2|0.976|-3.0|1.004|-1.9|0.982|-2.4|,0,-8.57E-07,-7.84E-06,0,2.71E-05,1
1.016|-1.1|0.989|-2.2|0.975|-3.0|1.004|-1.9|0.982|-2.4|,0,0,0,1.66E-05,0,1
1.017|-1.1|0.991|-2.2|0.977|-3.0|1.005|-1.9|0.982|-2.4|,-8.93E-06,0,0,1.09E-05,0,1
1.016|-1.1|0.990|-2.2|0.975|-3.0|1.004|-1.9|0.982|-2.4|,0,-2.56E-06,0,3.21E-06,0,1
1.019|-1.1|0.992|-2.2|0.978|-3.0|1.005|-2.0|0.982|-2.4|,0,0,0,8.79E-06,0,1
1.019|-1.1|0.992|-2.2|0.978|-3.0|1.006|-2.0|0.982|-2.4|,-6.22E-06,-1.74E-06,0,2.93E-06,0,1
1.019|-1.2|0.993|-2.2|0.978|-3.0|1.006|-2.0|0.982|-2.4|,0,0,0,7.98E-06,0,1
1.019|-1.2|0.993|-2.2|0.979|-3.0|1.006|-2.0|0.983|-2.4|,-7.35E-06,-4.18E-07,-2.76E-06,-1.33E-06,1.14E-05,1
1.018|-1.1|0.992|-2.2|0.978|-3.0|1.005|-2.0|0.982|-2.4|,0,0,2.00E-06,0,5.35E-06,1
1.020|-1.2|0.994|-2.2|0.980|-3.0|1.007|-2.0|0.983|-2.4|,-1.34E-06,0,-3.75E-06,-1.26E-06,1.37E-05,1
1.021|-1.2|0.994|-2.2|0.980|-3.0|1.007|-2.0|0.983|-2.4|,-4.70E-06,-6.75E-08,-1.85E-06,0,2.77E-06,1
1.019|-1.2|0.993|-2.2|0.978|-3.0|1.006|-2.0|0.983|-2.4|,-5.51E-06,0,0,0,0,1
1.018|-1.1|0.992|-2.2|0.977|-3.0|1.005|-2.0|0.982|-2.4|,0,-1.95E-06,-4.87E-12,0,0,1
1.021|-1.2|0.995|-2.2|0.981|-3.1|1.007|-2.0|0.983|-2.4|,-1.40E-05,-1.23E-06,-3.73E-06,1.66E-05,-3.00E-06,1
1.022|-1.2|0.996|-2.3|0.982|-3.1|1.008|-2.0|0.983|-2.4|,-2.97E-06,-7.33E-08,9.63E-05,-0.000141048,-5.09E-06,1
1.023|-1.2|0.997|-2.3|0.983|-3.1|1.009|-2.0|0.983|-2.4|,-6.54E-05,1.10E-05,-9.19E-05,-2.20E-06,-7.02E-06,1
1.021|-1.2|0.995|-2.2|0.981|-3.0|1.007|-2.0|0.983|-2.4|,-4.14E-06,0,0,0,0,1
1.020|-1.2|0.994|-2.2|0.980|-3.0|1.006|-2.0|0.982|-2.4|,0,3.95E-06,0,0,0,1
1.020|-1.2|0.993|-2.2|0.979|-3.0|1.006|-2.0|0.982|-2.4|,-4.72E-06,-2.06E-06,-7.39E-10,0,4.63E-06,1
1.019|-1.2|0.993|-2.2|0.979|-3.0|1.006|-2.0|0.982|-2.4|,0,-2.19E-06,0,2.36E-06,0,1
1.022|-1.2|0.995|-2.2|0.981|-3.1|1.008|-2.0|0.983|-2.4|,-7.37E-06,-2.66E-06,-4.91E-06,-6.16E-06,-0.00017812,1
1.021|-1.2|0.995|-2.2|0.980|-3.0|1.007|-2.0|0.983|-2.4|,0,-2.42E-06,0,0,0,1
1.021|-1.2|0.995|-2.2|0.981|-3.1|1.008|-2.0|0.983|-2.4|,-1.74E-06,0,0,0,8.42E-07,1
1.023|-1.2|0.996|-2.3|0.982|-3.1|1.008|-2.0|0.983|-2.4|,5.48E-05,-3.30E-06,-4.61E-06,-1.51E-06,-3.92E-06,1
1.024|-1.2|0.998|-2.3|0.984|-3.1|1.010|-2.0|0.983|-2.4|,0,0,0,0,-3.97E-06,1
1.025|-1.2|0.999|-2.3|0.985|-3.1|1.010|-2.0|0.984|-2.4|,0,4.60E-06,0,-2.98E-06,0,1
1.026|-1.2|0.999|-2.3|0.985|-3.1|1.010|-2.0|0.984|-2.4|,0,6.85E-06,0,0,-9.25E-06,1
1.025|-1.2|0.999|-2.3|0.985|-3.1|1.010|-2.0|0.983|-2.4|,0,0,0,-1.58E-06,-5.69E-06,1
1.026|-1.3|1.000|-2.3|0.986|-3.1|1.011|-2.0|0.984|-2.4|,0,5.00E-05,0,0,0,1
1.026|-1.2|0.999|-2.3|0.985|-3.1|1.011|-2.0|0.984|-2.4|,0,1.82E-06,0,-1.80E-06,0,1
1.027|-1.3|1.000|-2.3|0.986|-3.1|1.011|-2.0|0.984|-2.4|,0,4.97E-06,-1.94E-10,0,-5.26E-06,1
1.028|-1.3|1.001|-2.3|0.987|-3.1|1.012|-2.0|0.984|-2.4|,7.93E-06,0,0,0,0,1
1.026|-1.2|1.000|-2.3|0.986|-3.1|1.011|-2.0|0.984|-2.4|,0,0,0,-1.48E-06,-7.15E-06,1
1.027|-1.3|1.001|-2.3|0.987|-3.1|1.011|-2.0|0.984|-2.4|,0,2.43E-06,-2.83E-07,0,0,1
1.025|-1.2|0.998|-2.3|0.984|-3.1|1.010|-2.0|0.984|-2.4|,3.52E-06,0,0,0,0,1
1.024|-1.2|0.997|-2.3|0.983|-3.1|1.009|-2.0|0.983|-2.4|,-5.01E-08,1.20E-06,-4.99E-06,-6.88E-07,-1.22E-06,1
1.024|-1.2|0.998|-2.3|0.984|-3.1|1.009|-2.0|0.983|-2.4|,1.27E-05,0,0,0,0,1
1.023|-1.2|0.996|-2.3|0.982|-3.1|1.009|-2.0|0.983|-2.4|,0,0.000220331,0,0,0,1
1.022|-1.2|0.995|-2.2|0.981|-3.0|1.008|-2.0|0.982|-2.4|,-1.87E-06,-5.25E-07,0,2.56E-06,-3.00E-08,1
1.022|-1.2|0.996|-2.2|0.982|-3.1|1.008|-2.0|0.983|-2.4|,-5.88E-07,-1.04E-06,-9.27E-10,-8.58E-07,-1.82E-06,1
1.021|-1.2|0.995|-2.2|0.981|-3.0|1.007|-2.0|0.982|-2.4|,0,-2.19E-07,-5.62E-05,0,0,1
1.021|-1.2|0.994|-2.2|0.980|-3.0|1.007|-2.0|0.982|-2.4|,-3.34E-06,-4.51E-07,-3.40E-07,0,6.89E-06,1
1.023|-1.2|0.996|-2.2|0.982|-3.1|1.008|-2.0|0.982|-2.4|,-1.04E-06,-3.83E-07,-4.40E-06,-7.34E-07,-4.53E-05,1
1.022|-1.2|0.996|-2.2|0.982|-3.1|1.008|-2.0|0.982|-2.4|,-1.70E-06,6.03E-07,-4.46E-10,1.36E-05,-1.23E-06,1
1.023|-1.2|0.996|-2.3|0.982|-3.1|1.008|-2.0|0.982|-2.4|,2.35E-06,0,0,0,0,1
1.022|-1.2|0.995|-2.2|0.981|-3.0|1.007|-2.0|0.982|-2.4|,-2.69E-06,0,0,0,4.41E-06,1
1.020|-1.1|0.993|-2.2|0.979|-3.0|1.006|-2.0|0.982|-2.4|,0,0,-2.41E-06,0,6.72E-06,1
1.025|-1.2|0.998|-2.3|0.984|-3.1|1.010|-2.0|0.983|-2.4|,2.81E-06,-3.25E-06,-5.57E-06,0,-4.36E-06,1
1.025|-1.2|0.998|-2.3|0.984|-3.1|1.009|-2.0|0.983|-2.4|,0,0,0,0,-2.79E-06,1
1.026|-1.2|0.999|-2.3|0.985|-3.1|1.010|-2.0|0.983|-2.4|,1.33E-05,0,0,0,0,1
1.023|-1.2|0.996|-2.3|0.982|-3.1|1.009|-2.0|0.982|-2.4|,-2.38E-07,0,0,0,0,1
1.024|-1.2|0.997|-2.3|0.983|-3.1|1.009|-2.0|0.982|-2.4|,0,-6.59E-07,0,-6.82E-07,-1.45E-06,1
1.023|-1.2|0.997|-2.3|0.983|-3.1|1.009|-2.0|0.982|-2.4|,5.18E-05,-6.19E-07,-1.01E-09,-1.42E-06,-6.64E-07,1
1.022|-1.2|0.996|-2.2|0.982|-3.0|1.008|-2.0|0.982|-2.4|,0,0,0,0,5.00E-07,1
1.022|-1.2|0.995|-2.2|0.981|-3.1|1.008|-2.0|0.982|-2.4|,0,-6.29E-08,0,0,1.06E-06,1
1.022|-1.2|0.995|-2.3|0.981|-3.1|1.008|-2.0|0.983|-2.4|,-2.01E-06,-2.63E-07,1.10E-07,0.000154398,-1.43E-06,1
1.019|-1.2|0.992|-2.2|0.978|-3.0|1.006|-2.0|0.983|-2.4|,0,0,0,1.22E-06,0,1
1.022|-1.2|0.995|-2.2|0.981|-3.1|1.007|-2.0|0.983|-2.4|,-4.32E-06,-5.24E-05,-0.00015652,-7.99E-06,-1.31E-05,1
1.020|-1.2|0.994|-2.2|0.980|-3.0|1.006|-2.0|0.983|-2.4|,0,0,0,1.24E-05,-1.30E-05,1
1.022|-1.2|0.995|-2.3|0.981|-3.1|1.007|-2.0|0.983|-2.4|,-1.02E-06,-1.71E-06,5.65E-05,-4.54E-07,-9.79E-07,1
1.021|-1.2|0.994|-2.2|0.980|-3.1|1.007|-2.0|0.983|-2.4|,0,-7.04E-08,-2.81E-07,1.98E-05,0,1
1.022|-1.2|0.996|-2.3|0.982|-3.1|1.007|-2.0|0.983|-2.4|,0,0,0,4.06E-06,0,1
1.021|-1.2|0.994|-2.2|0.980|-3.0|1.006|-2.0|0.983|-2.4|,-8.20E-07,0,0,5.44E-06,0,1
1.021|-1.2|0.995|-2.3|0.981|-3.1|1.007|-2.0|0.983|-2.4|,-2.55E-06,-3.28E-07,0,0,4.37E-07,1
1.020|-1.2|0.994|-2.2|0.980|-3.1|1.007|-2.0|0.983|-2.4|,0,-5.70E-06,0,0,0,1
1.022|-1.2|0.999|-2.3|0.983|-3.1|1.008|-2.0|0.983|-2.4|,-6.23E-07,-4.01E-05,-2.94E-06,0.000165464,-2.67E-06,1
1.022|-1.2|0.999|-2.3|0.984|-3.1|1.008|-2.0|0.983|-2.4|,-1.02E-06,-1.68E-07,8.07E-05,6.76E-07,-6.55E-06,1
1.023|-1.2|1.000|-2.4|0.985|-3.1|1.009|-2.0|0.983|-2.4|,3.64E-06,-7.25E-05,0,-7.95E-07,-3.69E-06,1
1.024|-1.2|1.001|-2.4|0.986|-3.1|1.009|-2.0|0.983|-2.4|,0,1.29E-06,0,0,0,1
1.024|-1.2|1.001|-2.4|0.985|-3.1|1.009|-2.0|0.983|-2.4|,3.17E-06,0,0,0,0,1
1.023|-1.2|1.000|-2.4|0.984|-3.1|1.009|-2.0|0.983|-2.4|,2.02E-06,0,0,-7.68E-07,0,1
1.021|-1.2|0.998|-2.3|0.982|-3.1|1.007|-2.0|0.983|-2.4|,0,0,1.01E-09,-8.55E-05,0,1
1.021|-1.2|0.998|-2.3|0.983|-3.1|1.007|-2.0|0.983|-2.4|,0,0,0,3.44E-06,0,1
1.022|-1.2|0.998|-2.3|0.983|-3.1|1.008|-2.0|0.983|-2.4|,-2.03E-06,-6.30E-07,-3.82E-06,1.23E-05,-1.87E-06,1
1.023|-1.2|0.999|-2.3|0.984|-3.1|1.008|-2.0|0.983|-2.4|,1.55E-06,0,0,0,-2.24E-06,1
1.024|-1.2|1.000|-2.4|0.985|-3.1|1.009|-2.0|0.983|-2.4|,1.72E-06,0,0,0,0,1
1.021|-1.2|0.997|-2.3|0.982|-3.1|1.007|-2.0|0.983|-2.4|,-4.49E-06,0,0,0,1.07E-06,1
1.020|-1.2|0.996|-2.3|0.981|-3.1|1.006|-2.0|0.982|-2.4|,0,-2.23E-07,-5.83E-10,0,3.60E-06,1
1.019|-1.2|0.996|-2.3|0.981|-3.1|1.006|-2.0|0.982|-2.4|,0,-4.55E-08,-7.13E-07,0,0,1
1.019|-1.2|0.996|-2.3|0.980|-3.1|1.006|-2.0|0.982|-2.4|,-3.80E-06,0,5.32E-05,0,6.05E-06,1
1.018|-1.1|0.995|-2.3|0.979|-3.1|1.005|-2.0|0.982|-2.4|,0,0,0,0,4.30E-06,1
1.020|-1.2|0.997|-2.3|0.981|-3.1|1.007|-2.0|0.983|-2.4|,0,0,-2.88E-06,0,0,1
1.020|-1.2|0.997|-2.3|0.981|-3.1|1.006|-2.0|0.983|-2.4|,0,0,0,0,4.90E-06,1
1.023|-1.2|0.999|-2.4|0.984|-3.1|1.008|-2.0|0.983|-2.4|,9.41E-07,0,0,0,0,1
1.022|-1.2|0.998|-2.3|0.983|-3.1|1.007|-2.0|0.983|-2.4|,0,0,5.78E-06,0,0,1
1.021|-1.2|0.998|-2.3|0.982|-3.1|1.007|-2.0|0.982|-2.4|,-2.50E-06,0,0,1.38E-06,0,1
1.020|-1.2|0.997|-2.3|0.981|-3.1|1.007|-2.0|0.982|-2.4|,0,-1.67E-06,0,0,0,1
1.021|-1.2|0.998|-2.3|0.983|-3.1|1.008|-2.0|0.982|-2.4|,-1.98E-06,-4.03E-07,0,0,2.44E-07,1
1.020|-1.2|0.997|-2.3|0.982|-3.1|1.007|-2.0|0.982|-2.4|,0,0,0,0,1.98E-06,1
1.023|-1.2|1.000|-2.4|0.984|-3.1|1.008|-2.0|0.983|-2.4|,0,8.90E-07,0,-5.97E-07,0,1
1.023|-1.2|0.999|-2.4|0.984|-3.1|1.009|-2.0|0.983|-2.4|,0,0,0,2.20E-06,0,1
1.022|-1.2|0.999|-2.3|0.984|-3.1|1.008|-2.0|0.981|-2.4|,-2.60E-06,0,0,-3.56E-06,1.77E-05,1
1.021|-1.2|0.998|-2.3|0.983|-3.1|1.007|-2.0|0.981|-2.4|,-5.46E-06,0,-1.67E-06,0,-6.48E-06,1
1.023|-1.2|0.999|-2.3|0.984|-3.1|1.008|-2.0|0.981|-2.4|,-3.00E-07,-1.05E-06,0,-1.23E-09,0,1
1.022|-1.2|0.998|-2.3|0.983|-3.1|1.007|-2.0|0.981|-2.4|,0,0,0,1.52E-06,0,1
1.022|-1.2|0.999|-2.3|0.983|-3.1|1.008|-2.0|0.981|-2.4|,6.91E-07,0,0,-3.28E-06,0,1
1.023|-1.2|1.000|-2.3|0.985|-3.1|1.008|-2.0|0.981|-2.4|,-4.99E-07,-3.66E-06,-1.04E-05,-3.72E-06,2.01E-06,1
1.023|-1.2|1.000|-2.3|0.985|-3.1|1.009|-2.0|0.981|-2.4|,-1.83E-06,5.89E-06,0,0,-1.99E-07,1
1.023|-1.2|1.000|-2.3|0.984|-3.1|1.008|-2.0|0.981|-2.4|,-1.41E-07,9.19E-07,-4.56E-06,-2.08E-05,-3.61E-07,1
1.024|-1.2|1.001|-2.3|0.985|-3.1|1.009|-2.0|0.982|-2.4|,-1.95E-06,-1.60E-06,-2.09E-06,-2.47E-06,9.58E-05,1
1.023|-1.2|1.000|-2.3|0.984|-3.1|1.009|-2.0|0.981|-2.4|,0,-3.02E-06,0,0,-3.47E-06,1
1.024|-1.2|1.001|-2.3|0.986|-3.1|1.009|-2.0|0.982|-2.4|,0,0,-2.28E-06,5.99E-06,0,1
1.024|-1.2|1.001|-2.3|0.986|-3.1|1.010|-2.0|0.982|-2.4|,0,0,0,-4.64E-07,0,1
1.025|-1.2|1.002|-2.3|0.986|-3.1|1.010|-2.0|0.982|-2.4|,5.04E-06,-2.63E-06,-3.58E-06,-4.69E-06,-7.03E-06,1
1.024|-1.2|1.000|-2.3|0.985|-3.1|1.009|-2.0|0.981|-2.4|,0,-1.05E-06,-3.33E-07,3.20E-06,-4.47E-06,1
1.026|-1.2|1.003|-2.4|0.987|-3.1|1.010|-2.0|0.982|-2.4|,1.88E-05,0,5.24E-07,0,0,1
1.026|-1.2|1.003|-2.4|0.987|-3.1|1.011|-2.0|0.982|-2.4|,0,0,-4.07E-07,0,-5.04E-06,1
1.027|-1.2|1.004|-2.4|0.988|-3.1|1.011|-2.0|0.982|-2.4|,4.65E-06,0,0,0,0,1
1.025|-1.2|1.002|-2.4|0.987|-3.1|1.010|-2.0|0.982|-2.4|,0,7.57E-06,0,0,0,1
1.024|-1.2|1.001|-2.3|0.985|-3.1|1.009|-2.0|0.981|-2.4|,-6.85E-06,0,1.97E-06,0,-2.55E-06,1
1.021|-1.1|0.998|-2.3|0.982|-3.1|1.007|-2.0|0.981|-2.4|,0,1.08E-06,0,0,0,1
1.021|-1.1|0.997|-2.3|0.982|-3.1|1.007|-2.0|0.981|-2.4|,0,0,-8.37E-05,0,0,1
1.021|-1.1|0.997|-2.3|0.982|-3.1|1.006|-1.9|0.981|-2.4|,0,-1.18E-06,0,0,0,1
1.020|-1.1|0.997|-2.3|0.982|-3.1|1.006|-1.9|0.981|-2.4|,0,0,0,0,1.21E-05,1
1.021|-1.2|0.998|-2.3|0.983|-3.1|1.007|-1.9|0.981|-2.4|,0,0,0,2.82E-06,0,1
1.022|-1.2|0.999|-2.3|0.983|-3.1|1.007|-1.9|0.981|-2.4|,0,0,0,2.09E-06,0,1
1.022|-1.2|0.999|-2.3|0.984|-3.1|1.007|-2.0|0.981|-2.4|,-1.20E-06,0,0,0,0,1
1.021|-1.2|0.998|-2.3|0.982|-3.1|1.007|-1.9|0.981|-2.4|,-3.77E-06,0,0,0,0,1
1.020|-1.1|0.997|-2.3|0.981|-3.1|1.006|-1.9|0.981|-2.4|,0,0,-1.44E-07,1.65E-06,0,1
1.022|-1.2|0.999|-2.3|0.983|-3.1|1.007|-2.0|0.981|-2.4|,0,0,0,0,-8.44E-08,1
1.024|-1.2|1.001|-2.3|0.986|-3.1|1.009|-2.0|0.981|-2.4|,0,4.55E-06,0,0,0,1
1.024|-1.2|1.001|-2.3|0.985|-3.1|1.008|-2.0|0.981|-2.4|,0,0,8.98E-06,0,0,1
1.025|-1.2|1.002|-2.3|0.986|-3.1|1.009|-2.0|0.982|-2.4|,3.81E-06,-6.07E-07,-1.82E-06,-1.06E-06,-6.56E-06,1
1.025|-1.2|1.001|-2.3|0.986|-3.1|1.009|-2.0|0.982|-2.4|,0,0,0,4.97E-06,0,1
1.025|-1.2|1.005|-2.4|0.988|-3.2|1.010|-2.0|0.982|-2.4|,1.56E-07,-1.56E-06,-2.68E-06,-3.75E-06,-7.35E-06,1
1.025|-1.2|1.005|-2.4|0.988|-3.2|1.009|-2.0|0.982|-2.4|,9.32E-06,0,0,0,-1.42E-06,1
1.026|-1.2|1.006|-2.4|0.989|-3.2|1.010|-2.0|0.982|-2.4|,1.55E-05,0,0,0,0,1
1.024|-1.2|1.004|-2.4|0.987|-3.1|1.009|-2.0|0.982|-2.4|,0,1.01E-06,-2.09E-06,-2.79E-06,-2.71E-07,1
1.024|-1.2|1.004|-2.4|0.988|-3.1|1.009|-2.0|0.982|-2.4|,0,1.19E-06,0,0,0,1
1.024|-1.2|1.004|-2.4|0.987|-3.1|1.009|-2.0|0.981|-2.4|,6.45E-06,-1.52E-06,-1.97E-06,0,-4.21E-05,1
1.023|-1.2|1.003|-2.4|0.987|-3.1|1.008|-2.0|0.981|-2.4|,0,5.10E-06,0,0,4.43E-07,1
