,-1,-0.3,0,0.3,1,MEMO
1.023|-1.2|1.003|-2.4|0.986|-3.1|1.008|-2.0|0.981|-2.4|,-7.12E-06,-1.74E-06,-4.60E-06,-1.77E-06,-2.15E-06,1
1.024|-1.2|1.003|-2.4|0.987|-3.1|1.008|-2.0|0.981|-2.4|,0,0,7.11E-06,0,0,1
1.024|-1.2|1.003|-2.4|0.987|-3.1|1.009|-2.0|0.981|-2.4|,0,-3.30E-06,-1.78E-06,-2.17E-06,-3.87E-06,1
1.025|-1.2|1.004|-2.4|0.988|-3.1|1.009|-2.0|0.982|-2.4|,0,0,0,0,-8.45E-07,1
1.026|-1.2|1.005|-2.4|0.989|-3.2|1.010|-2.0|0.982|-2.4|,0,-1.64E-06,0,0,0,1
1.025|-1.2|1.005|-2.4|0.989|-3.2|1.010|-2.0|0.982|-2.4|,0,6.02E-06,0,0,0,1
1.025|-1.2|1.005|-2.4|0.988|-3.2|1.010|-2.0|0.981|-2.4|,0,0,-2.55E-06,-3.59E-06,-6.74E-06,1
1.025|-1.2|1.005|-2.4|0.988|-3.2|1.009|-2.0|0.981|-2.4|,4.50E-06,0,0,5.10E-06,0,1
1.023|-1.2|1.002|-2.4|0.986|-3.1|1.008|-2.0|0.981|-2.4|,0,0,0,0,-1.75E-06,1
1.022|-1.2|1.002|-2.4|0.985|-3.1|1.007|-1.9|0.981|-2.4|,0,7.40E-06,0,0,0,1
1.022|-1.2|1.001|-2.4|0.985|-3.1|1.007|-1.9|0.981|-2.4|,0,-8.00E-08,-7.06E-05,0,4.46E-06,1
1.021|-1.2|1.001|-2.4|0.984|-3.1|1.007|-1.9|0.981|-2.4|,-3.86E-06,0,0,0,0,1
1.020|-1.1|1.000|-2.4|0.983|-3.1|1.006|-1.9|0.981|-2.4|,0,-1.54E-06,0,2.84E-06,0,1
1.021|-1.1|1.000|-2.4|0.984|-3.1|1.007|-1.9|0.981|-2.4|,0,0,0,0,3.64E-06,1
1.022|-1.2|1.002|-2.4|0.986|-3.1|1.008|-2.0|0.981|-2.4|,9.75E-07,0,0,0,0,1
1.021|-1.2|1.001|-2.4|0.985|-3.1|1.007|-1.9|0.981|-2.4|,0,0,-2.29E-06,3.18E-06,-4.86E-07,1
1.022|-1.2|1.002|-2.4|0.985|-3.1|1.007|-2.0|0.981|-2.4|,-5.47E-06,0,0,-1.85E-06,0,1
1.021|-1.1|1.000|-2.4|0.984|-3.1|1.006|-1.9|0.981|-2.4|,-3.46E-06,0,0,0,0,1
1.020|-1.1|0.999|-2.4|0.983|-3.1|1.006|-1.9|0.980|-2.4|,-6.71E-06,-1.56E-06,0,2.09E-06,0,1
1.019|-1.1|0.998|-2.4|0.982|-3.1|1.005|-1.9|0.980|-2.4|,-9.17E-06,0,0,0,0,1
1.018|-1.1|0.997|-2.3|0.981|-3.1|1.005|-1.9|0.980|-2.4|,0,0,0,3.31E-06,0,1
1.018|-1.1|0.998|-2.4|0.981|-3.1|1.005|-1.9|0.980|-2.4|,-9.67E-06,0,0,0,9.47E-06,1
1.017|-1.1|0.997|-2.3|0.980|-3.1|1.004|-1.9|0.980|-2.4|,0,0,0,0,7.80E-06,1
1.019|-1.1|0.999|-2.4|0.982|-3.1|1.005|-1.9|0.980|-2.4|,0,0,0,0,-0.000222251,1
1.020|-1.1|1.000|-2.4|0.983|-3.1|1.006|-1.9|0.980|-2.4|,-6.84E-06,-2.09E-06,0,0,0,1
1.019|-1.1|0.999|-2.4|0.982|-3.1|1.006|-1.9|0.980|-2.4|,0,0,0,1.56E-06,0,1
1.020|-1.1|0.998|-2.3|0.979|-3.0|1.006|-1.9|0.980|-2.4|,-7.43E-06,9.47E-07,0,0,0,1
1.019|-1.1|0.997|-2.3|0.978|-3.0|1.005|-1.9|0.980|-2.4|,-8.88E-06,0,0,0,0,1
1.018|-1.1|0.996|-2.3|0.977|-3.0|1.005|-1.9|0.980|-2.4|,0,0,0,0,3.82E-06,1
1.019|-1.1|0.997|-2.3|0.978|-3.0|1.006|-1.9|0.980|-2.4|,0,0,0,0,1.18E-05,1
1.020|-1.1|0.997|-2.3|0.978|-3.0|1.006|-1.9|0.980|-2.4|,0,-2.37E-06,0,0,0,1
1.020|-1.1|0.998|-2.3|0.979|-3.0|1.007|-1.9|0.981|-2.4|,0,0,4.44E-06,0,0,1
1.020|-1.1|0.998|-2.3|0.979|-3.0|1.006|-1.9|0.981|-2.4|,0,0,-2.19E-07,-2.47E-06,0,1
1.021|-1.1|0.998|-2.3|0.979|-3.0|1.007|-2.0|0.981|-2.4|,0,0,0,0,6.39E-06,1
1.022|-1.2|0.999|-2.3|0.981|-3.0|1.007|-2.0|0.981|-2.4|,0,8.32E-07,0,0,0,1
1.021|-1.2|0.999|-2.3|0.980|-3.0|1.007|-2.0|0.981|-2.4|,0,-2.80E-06,-4.24E-08,0,0,1
1.021|-1.2|0.999|-2.3|0.980|-3.0|1.007|-1.9|0.981|-2.4|,0,1.83E-07,0,0,0,1
1.021|-1.2|0.998|-2.3|0.980|-3.0|1.007|-1.9|0.981|-2.4|,-1.03E-05,0,0,0,0,1
1.020|-1.1|0.997|-2.3|0.979|-3.0|1.006|-1.9|0.980|-2.4|,0,0,0,0,8.11E-06,1
1.021|-1.2|0.998|-2.3|0.980|-3.0|1.007|-2.0|0.981|-2.4|,0,0,0,0,6.22E-06,1
1.022|-1.2|1.000|-2.3|0.981|-3.0|1.007|-2.0|0.981|-2.4|,0,0,0,0,8.95E-07,1
1.023|-1.2|1.001|-2.4|0.982|-3.0|1.008|-2.0|0.981|-2.4|,0,3.81E-07,0,0,0,1
1.023|-1.2|1.000|-2.4|0.981|-3.0|1.008|-2.0|0.981|-2.4|,0,1.89E-06,0,0,9.81E-05,1
1.022|-1.2|1.000|-2.4|0.981|-3.0|1.008|-2.0|0.981|-2.4|,0,0,0,6.69E-06,0,1
1.024|-1.2|1.001|-2.4|0.982|-3.0|1.009|-2.0|0.981|-2.4|,-9.01E-06,-2.68E-06,-0.000106018,-3.04E-06,-5.08E-06,1
1.024|-1.2|1.001|-2.4|0.982|-3.0|1.008|-2.0|0.981|-2.4|,1.45E-06,0,1.40E-05,0,0,1
1.025|-1.2|1.002|-2.4|0.983|-3.0|1.009|-2.0|0.981|-2.4|,0,0,2.25E-08,5.73E-06,0,1
1.025|-1.2|1.003|-2.4|0.984|-3.0|1.009|-2.0|0.981|-2.4|,0,-2.85E-06,-3.60E-06,5.77E-06,0,1
1.025|-1.2|1.003|-2.4|0.984|-3.0|1.010|-2.0|0.981|-2.4|,-1.45E-06,-2.87E-06,-8.20E-06,6.13E-06,0,1
1.024|-1.2|1.002|-2.4|0.983|-3.0|1.009|-2.0|0.981|-2.4|,0,1.24E-05,0,0,0,1
1.023|-1.2|1.001|-2.4|0.982|-3.0|1.009|-2.0|0.981|-2.4|,-2.60E-06,-1.42E-07,-8.09E-07,0,-1.68E-07,1
1.022|-1.2|1.000|-2.3|0.981|-3.0|1.008|-2.0|0.980|-2.4|,-3.34E-06,-1.49E-06,-3.51E-07,-5.19E-06,3.12E-06,1
1.021|-1.1|0.999|-2.3|0.980|-3.0|1.007|-2.0|0.980|-2.4|,0,0,0,0,3.34E-06,1
1.023|-1.2|1.000|-2.4|0.981|-3.0|1.008|-2.0|0.980|-2.4|,0,0,0,7.19E-06,0,1
1.025|-1.2|1.002|-2.4|0.984|-3.0|1.010|-2.0|0.981|-2.4|,6.96E-06,0,0,-2.50E-06,0,1
1.026|-1.2|1.003|-2.4|0.984|-3.0|1.010|-2.0|0.981|-2.4|,0,0,0,0,-2.79E-06,1
1.027|-1.2|1.004|-2.4|0.986|-3.1|1.011|-2.0|0.981|-2.4|,0,0,0,7.02E-07,-3.32E-06,1
1.028|-1.2|1.005|-2.4|0.987|-3.1|1.012|-2.0|0.981|-2.4|,0,-7.28E-07,0,0,0,1
1.027|-1.2|1.005|-2.4|0.986|-3.1|1.012|-2.0|0.981|-2.4|,9.58E-06,0,0,0,-7.26E-06,1
1.028|-1.3|1.006|-2.4|0.987|-3.1|1.012|-2.0|0.982|-2.4|,0,5.74E-06,0,0,0,1
1.028|-1.2|1.006|-2.4|0.987|-3.1|1.012|-2.0|0.982|-2.4|,3.78E-06,0,0,-4.18E-07,0,1
1.027|-1.2|1.005|-2.4|0.986|-3.1|1.011|-2.0|0.981|-2.4|,0,0,7.67E-07,0,0,1
1.026|-1.2|1.004|-2.4|0.985|-3.0|1.011|-2.0|0.981|-2.4|,6.00E-06,1.34E-06,1.97E-05,-4.50E-06,-4.91E-06,1
1.025|-1.2|1.003|-2.4|0.984|-3.0|1.011|-2.0|0.981|-2.4|,-5.57E-06,-3.73E-06,-4.27E-06,-7.10E-06,-4.54E-06,1
1.024|-1.2|1.002|-2.4|0.983|-3.0|1.010|-2.0|0.981|-2.4|,5.14E-06,-1.84E-06,-9.58E-06,-1.53E-06,-1.90E-06,1
1.026|-1.2|1.003|-2.4|0.985|-3.0|1.011|-2.0|0.981|-2.4|,5.18E-06,0,0,-1.16E-06,0,1
1.022|-1.2|1.000|-2.3|0.981|-3.0|1.008|-2.0|0.981|-2.4|,0,0,0,0,-7.87E-05,1
1.023|-1.2|1.001|-2.4|0.982|-3.0|1.009|-2.0|0.980|-2.4|,-2.83E-06,-1.54E-06,-1.94E-06,-1.97E-06,-4.55E-06,1
1.023|-1.2|1.000|-2.3|0.981|-3.0|1.009|-2.0|0.980|-2.4|,-2.49E-06,-4.38E-07,-2.98E-10,0,4.12E-06,1
1.024|-1.2|1.001|-2.4|0.982|-3.0|1.009|-2.0|0.980|-2.4|,-2.63E-06,4.81E-06,0,3.82E-05,-5.18E-07,1
1.023|-1.2|1.000|-2.3|0.981|-3.0|1.008|-2.0|0.980|-2.4|,0,0,8.19E-09,0,1.81E-06,1
1.024|-1.2|1.002|-2.4|0.983|-3.0|1.009|-2.0|0.980|-2.4|,1.81E-05,-4.53E-06,0,-2.22E-07,0,1
1.025|-1.2|1.002|-2.4|0.983|-3.0|1.010|-2.0|0.981|-2.4|,-1.89E-06,-6.80E-06,0,0,-2.23E-06,1
1.024|-1.2|1.002|-2.4|0.983|-3.0|1.010|-2.0|0.980|-2.4|,-1.60E-06,-5.64E-07,-8.66E-05,7.04E-05,-2.36E-06,1
1.026|-1.2|1.004|-2.4|0.985|-3.0|1.012|-2.0|0.981|-2.4|,1.42E-06,0,0,0,-1.44E-05,1
1.024|-1.2|1.001|-2.4|0.982|-3.0|1.010|-2.0|0.980|-2.4|,-2.73E-06,-1.12E-06,2.92E-05,-1.21E-06,0,1
1.022|-1.2|0.999|-2.3|0.980|-3.0|1.008|-2.0|0.980|-2.4|,0,0,0,0,3.27E-06,1
1.024|-1.2|1.001|-2.4|0.983|-3.0|1.010|-2.0|0.980|-2.4|,0,6.33E-06,-2.75E-06,-1.02E-06,-3.76E-06,1
1.023|-1.2|1.001|-2.4|0.982|-3.0|1.010|-2.0|0.980|-2.4|,0,0,0,0,3.66E-06,1
1.026|-1.2|1.003|-2.4|0.984|-3.0|1.011|-2.0|0.981|-2.4|,8.98E-07,0,0,0,0,1
1.023|-1.2|1.001|-2.3|0.982|-3.0|1.009|-2.0|0.980|-2.4|,0,0,0,0,2.54E-06,1
1.025|-1.2|1.002|-2.4|0.984|-3.0|1.010|-2.0|0.980|-2.4|,8.07E-07,-8.65E-05,0,-1.05E-05,-3.38E-06,1
1.025|-1.2|1.003|-2.4|0.984|-3.0|1.010|-2.0|0.980|-2.4|,-1.25E-05,0,1.30E-05,0,0,1
1.026|-1.2|1.003|-2.4|0.985|-3.0|1.011|-2.0|0.980|-2.4|,0,-1.07E-05,0,0,0,1
1.025|-1.2|1.003|-2.4|0.984|-3.0|1.011|-2.0|0.980|-2.4|,6.03E-06,0,-1.91E-06,-9.87E-06,-3.09E-06,1
1.026|-1.2|1.004|-2.4|0.985|-3.0|1.011|-2.0|0.980|-2.4|,3.27E-06,0,-1.80E-06,0,0,1
