,-1,-0.3,0,0.3,1,MEMO
1.016|-1.1|1.003|-2.6|0.989|-3.3|1.003|-1.9|0.980|-2.4|,0.008996056226219708,0.009003026765712734,0.0,0.0,0.0,3.0
1.016|-1.1|1.003|-2.5|0.989|-3.3|1.003|-1.9|0.980|-2.4|,0.0,-5.4187510536962695e-06,0.0,0.0,1.7791177629362665e-05,2.0
1.016|-1.1|1.003|-2.5|0.988|-3.3|1.003|-1.9|0.980|-2.4|,0.0,0.0,0.0,0.0,0.01803473680899768,2.0
1.017|-1.1|1.004|-2.6|0.989|-3.4|1.003|-1.9|0.980|-2.4|,0.008982544317086593,0.0,0.07155089999999999,4.898613695729637e-06,0.0,5.0
1.017|-1.1|1.004|-2.6|0.990|-3.4|1.004|-1.9|0.980|-2.4|,0.0,0.0,0.0,0.008932219867261622,0.0,2.0
1.018|-1.1|1.004|-2.6|0.990|-3.4|1.004|-1.9|0.980|-2.4|,-1.7083204324421788e-05,0.0,2.406658402055358,4.430468596297033e-06,1.4161352235646521e-05,25.0
1.019|-1.1|1.006|-2.6|0.991|-3.4|1.005|-1.9|0.980|-2.4|,0.017985838647764353,0.0,0.0,0.0,0.0,1.0
1.018|-1.1|1.005|-2.6|0.991|-3.4|1.004|-1.9|0.980|-2.4|,0.0,0.0989955695314037,0.0,0.0,0.0,1.0
1.017|-1.1|1.003|-2.6|0.989|-3.4|1.004|-1.9|0.980|-2.4|,0.0,0.0,0.14405313388004426,0.0,0.0,1.0
1.017|-1.1|1.004|-2.5|0.990|-3.3|1.004|-1.9|0.979|-2.4|,0.0,0.0,0.0,-4.1260103077434e-05,0.0,1.0
1.017|-1.1|1.004|-2.6|0.990|-3.3|1.004|-1.9|0.979|-2.4|,0.0,0.0,0.0,0.0,3.0400852199647943e-05,1.0
1.018|-1.1|1.005|-2.6|0.991|-3.4|1.005|-1.9|0.979|-2.4|,0.0,9.231161825766776e-06,0.0,0.0,0.0,1.0
1.018|-1.1|1.005|-2.6|0.991|-3.4|1.004|-1.9|0.979|-2.4|,0.0,2.289285210483294,0.0,0.009017841977391413,0.0,26.0
1.018|-1.1|1.005|-2.6|0.991|-3.3|1.004|-1.9|0.979|-2.4|,0.0,0.0,0.0,2.3945137783812904,0.34200571143445263,23.0
1.019|-1.1|1.006|-2.6|0.992|-3.4|1.005|-1.9|0.979|-2.4|,0.16199799047750202,0.2419348906671021,0.16198864988673206,5.838930073557488,0.15304544368439754,47.0
1.020|-1.1|1.007|-2.6|0.992|-3.4|1.005|-1.9|0.980|-2.4|,0.0,0.0,0.08910471399997011,-7.749790284776738e-06,0.0,5.0
1.020|-1.1|1.007|-2.6|0.993|-3.4|1.005|-1.9|0.980|-2.4|,0.0,0.0,0.3736796294307597,0.0,-6.285721195808945e-07,11.0
1.021|-1.1|1.008|-2.6|0.994|-3.4|1.006|-1.9|0.980|-2.4|,0.0,1.4522805890547956,0.05401247514588954,0.06301504864494023,2.0889275372724114e-05,23.0
1.020|-1.1|1.007|-2.6|0.993|-3.4|1.006|-1.9|0.980|-2.4|,0.0,1.348861809922021,0.063,0.0,0.0,9.0
1.020|-1.1|1.007|-2.6|0.993|-3.4|1.005|-1.9|0.979|-2.4|,0.3959994046172876,5.904158053177503,0.0,0.0,0.0,33.0
1.020|-1.1|1.007|-2.6|0.993|-3.4|1.006|-1.9|0.979|-2.4|,0.2159997545470876,0.1350089518167218,0.0,2.2426496874260624,-2.841436821114485e-05,28.0
1.021|-1.2|1.008|-2.6|0.994|-3.4|1.007|-1.9|0.980|-2.4|,0.009001843487401061,0.0,0.0,0.0,0.0,1.0
1.022|-1.2|1.009|-2.6|0.995|-3.4|1.007|-1.9|0.980|-2.4|,0.19794650261355304,0.0,0.0,0.0,-3.075208707315369e-05,2.0
1.023|-1.2|1.010|-2.6|0.996|-3.4|1.007|-2.0|0.980|-2.4|,0.009003919111284744,0.0,0.0,0.0,0.0,1.0
1.021|-1.1|1.008|-2.6|0.994|-3.4|1.006|-1.9|0.979|-2.4|,0.0,0.0,0.0,0.0,1.1867375660017387e-05,1.0
1.022|-1.1|1.009|-2.6|0.995|-3.4|1.007|-1.9|0.979|-2.4|,0.0,0.0,0.0,3.2218422077789913e-06,0.0,1.0
1.022|-1.2|1.009|-2.6|0.995|-3.4|1.007|-1.9|0.979|-2.4|,0.0,0.0,0.24702249851280905,0.0,9.611529270614482e-06,8.0
1.023|-1.2|1.010|-2.6|0.996|-3.4|1.008|-2.0|0.979|-2.4|,0.0,0.0,0.0,0.026647992104842682,0.0,3.0
1.024|-1.2|1.011|-2.6|0.997|-3.4|1.008|-2.0|0.979|-2.4|,0.0,0.0,0.13321344609000002,2.0765031197811367e-06,0.0,6.0
1.024|-1.2|1.011|-2.6|0.997|-3.4|1.009|-2.0|0.979|-2.4|,0.0,0.0,0.0,1.920310643868106e-06,0.0,1.0
1.024|-1.2|1.011|-2.6|0.997|-3.4|1.009|-2.0|0.980|-2.4|,0.0,0.0,0.0,-1.2628894404826953e-05,-5.0493819973098656e-05,2.0
1.025|-1.2|1.012|-2.6|0.998|-3.4|1.009|-2.0|0.980|-2.4|,0.0,0.008946491685509216,0.0,0.0,0.0,1.0
1.025|-1.2|1.012|-2.6|0.998|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.2428443252508981,3.3653134283640243,0.0,7.197408646391069e-06,30.0
1.026|-1.2|1.013|-2.6|0.999|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.0,0.0,1.8207110764478783e-06,0.0,1.0
1.026|-1.2|1.013|-2.6|0.999|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.0,0.0,0.008913156053954693,0.0,2.0
1.027|-1.2|1.014|-2.6|1.000|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.0,0.009000000000000001,0.0,4.002821844437676e-06,2.0
1.028|-1.2|1.015|-2.7|1.001|-3.4|1.012|-2.0|0.980|-2.4|,0.0,0.0,5.71135401984331,0.0,0.03600406577280794,40.0
1.029|-1.2|1.016|-2.7|1.002|-3.4|1.012|-2.0|0.980|-2.4|,0.0,-4.440923424908761e-07,1.2751186793152365,2.6103710496272467e-07,0.0,18.0
1.028|-1.2|1.015|-2.7|1.002|-3.4|1.012|-2.0|0.980|-2.4|,-2.4897683374547344e-06,0.0,0.3165656103798745,0.0,0.0,9.0
1.027|-1.2|1.014|-2.7|1.001|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.0,0.036000000000000004,0.6116010270700232,0.0,6.0
1.028|-1.2|1.015|-2.7|1.001|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.09805927082988042,0.0,0.0,0.0,4.0
1.029|-1.3|1.016|-2.7|1.002|-3.4|1.012|-2.0|0.980|-2.4|,0.0,0.0,0.6701405079490503,0.0,0.0,13.0
1.029|-1.3|1.016|-2.7|1.002|-3.4|1.011|-2.0|0.980|-2.4|,-1.765815527505765e-06,0.0,0.0,0.0,0.0,1.0
1.028|-1.2|1.015|-2.7|1.001|-3.4|1.010|-2.0|0.980|-2.4|,-3.503036572283236e-06,0.026818115324042588,0.0,0.0,0.0,3.0
1.027|-1.2|1.014|-2.6|1.000|-3.4|1.009|-2.0|0.980|-2.4|,0.0,0.17574045697887214,0.0,0.0,0.009003503036572283,10.0
1.026|-1.2|1.013|-2.6|0.999|-3.4|1.009|-2.0|0.980|-2.4|,0.0,-1.702333033222203e-06,0.0,0.0,4.545327250582432e-06,2.0
1.026|-1.2|1.013|-2.6|0.999|-3.4|1.009|-1.9|0.980|-2.4|,0.0,0.0,0.0,0.23723230030910647,0.009004719039310147,7.0
1.027|-1.2|1.014|-2.7|1.001|-3.4|1.010|-2.0|0.980|-2.4|,0.0,-1.1811994392019189e-06,0.017820000000000003,0.0,0.0,3.0
1.027|-1.2|1.014|-2.6|1.000|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.0179986624577474,0.0,0.0,0.0,1.0
1.026|-1.2|1.014|-2.6|1.000|-3.4|1.009|-2.0|0.980|-2.4|,0.0,0.0,0.0,0.0,4.37161429687194e-06,1.0
1.027|-1.2|1.015|-2.7|1.001|-3.4|1.010|-2.0|0.980|-2.4|,0.0,-1.1290846322253856e-06,0.0,0.0,0.0,1.0
1.027|-1.2|1.014|-2.7|1.000|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.1077274941120674,0.0,0.0,0.0,2.0
1.027|-1.2|1.014|-2.6|0.999|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.0,0.0,2.160000962782,0.6767530320681157,14.0
1.028|-1.2|1.015|-2.6|1.000|-3.4|1.010|-2.0|0.980|-2.4|,0.00899783032959499,0.33299884920471423,0.0,0.0,0.0,3.0
1.028|-1.2|1.014|-2.6|0.999|-3.4|1.010|-2.0|0.980|-2.4|,0.12349134563017435,2.0333955630308287,114.50733433881412,9.249627950680406e-07,0.2766933336725853,255.0
1.027|-1.2|1.013|-2.6|0.998|-3.4|1.010|-2.0|0.980|-2.4|,0.0,0.0,0.0,0.4675635976698141,0.009003426838393069,7.0
1.029|-1.3|1.015|-2.6|1.000|-3.4|1.011|-2.0|0.980|-2.4|,1.8653571203585528,0.18881931649675332,55.31504080188591,0.018000952848101832,0.4395960927779068,143.0
1.029|-1.3|1.015|-2.7|1.000|-3.4|1.011|-2.0|0.980|-2.4|,10.786772120027369,0.699928472400517,0.0,0.009000659305732996,0.009000558381067607,37.0
1.029|-1.2|1.015|-2.6|1.000|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.22490824570595905,0.0,1.1250007617675593,5.146852742136371,34.0
1.030|-1.3|1.016|-2.7|1.001|-3.4|1.011|-2.0|0.980|-2.4|,1.5777545678190565e-05,-1.7377355760572754e-07,6.257348693461525,0.15275679309311807,-9.067929394745987e-07,42.0
1.030|-1.3|1.016|-2.7|1.001|-3.4|1.012|-2.0|0.980|-2.4|,9.057411106485858,0.11699962535082205,0.162,0.27000041672832537,-6.862707954269354e-07,41.0
1.029|-1.3|1.015|-2.7|1.000|-3.4|1.011|-2.0|0.981|-2.4|,2.456134349777268,0.0,0.3943670824183082,0.0,0.0,24.0
1.028|-1.2|1.014|-2.6|0.999|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.0,0.261,0.0,5.1208235861006735,37.0
1.028|-1.2|1.015|-2.6|1.000|-3.4|1.011|-2.0|0.980|-2.4|,0.38611935379445295,4.803100967866182,0.01797945342471809,0.0,0.0,13.0
1.029|-1.3|1.015|-2.6|1.001|-3.4|1.011|-2.0|0.980|-2.4|,0.0,0.0,0.39438675079240415,0.1260001737735576,0.0,10.0
1.029|-1.2|1.015|-2.6|1.000|-3.4|1.010|-2.0|0.979|-2.4|,4.952486851749427e-05,0.0,0.08910485022772861,0.0,0.0,5.0
1.028|-1.2|1.014|-2.6|0.999|-3.4|1.010|-2.0|0.979|-2.4|,0.0,-1.5829891645466886e-05,0.0,0.0,-5.5344553225324937e-05,2.0
1.027|-1.2|1.013|-2.6|0.998|-3.4|1.009|-2.0|0.979|-2.4|,0.0,-1.658295289104217e-05,0.0,0.008984565480357901,0.0,2.0
1.027|-1.2|1.013|-2.6|0.998|-3.4|1.009|-1.9|0.979|-2.4|,0.0,0.0,0.0,0.0089851048364431,0.0,1.0
